run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,300,0.0,1,False,False,1.1170,1.2716,1.2577,0.7685,0.7491,0.7539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,776,0,0.15,300,0.0,1,True,False,4.3927,4.3927,4.3927,0.1294,0.1294,0.1294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,776,0,0.15,300,0.0,1,True,True,,,,,,,,,,,,
1,433,2,0.27,300,0.0009765625,1,False,False,0.6458,0.9736,0.9492,0.8530,0.7959,0.7975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,433,2,0.27,300,0.0009765625,1,True,False,3.8837,3.8837,3.8837,0.2229,0.2229,0.2229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,433,2,0.27,300,0.0009765625,1,True,True,,,,,,,,,,,,
2,310,5,0.5,300,0.0011782270808598852,2,False,False,1.6982,1.8523,1.7628,0.6498,0.6459,0.6472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,310,5,0.5,300,0.0011782270808598852,2,True,False,4.4370,4.4370,4.4370,0.1263,0.1263,0.1263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,310,5,0.5,300,0.0011782270808598852,2,True,True,,,,,,,,,,,,
3,300,1,0.44,300,0.001421536311369323,3,False,False,0.8713,1.0448,1.0290,0.8109,0.7824,0.7815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,300,1,0.44,300,0.001421536311369323,3,True,False,4.2973,4.2973,4.2973,0.1374,0.1374,0.1374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,300,1,0.44,300,0.001421536311369323,3,True,True,,,,,,,,,,,,
4,1009,2,0.1,300,0.0017150900003645502,4,False,False,0.7220,1.0043,0.9966,0.8401,0.7905,0.7891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,1009,2,0.1,300,0.0017150900003645502,4,True,False,1.9410,1.9410,1.9410,0.6016,0.6016,0.6016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,1009,2,0.1,300,0.0017150900003645502,4,True,True,,,,,,,,,,,,
5,657,3,0.5,300,0.0020692638561704995,5,False,False,0.8425,1.0156,0.9879,0.8100,0.7842,0.7874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,657,3,0.5,300,0.0020692638561704995,5,True,False,4.2902,4.2902,4.2902,0.1475,0.1475,0.1475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,657,3,0.5,300,0.0020692638561704995,5,True,True,,,,,,,,,,,,
6,455,2,0.49,300,0.0024965762178914648,6,False,False,0.8478,1.0093,0.9822,0.8074,0.7860,0.7870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,455,2,0.49,300,0.0024965762178914648,6,True,False,4.2824,4.2824,4.2824,0.1428,0.1428,0.1428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,455,2,0.49,300,0.0024965762178914648,6,True,True,,,,,,,,,,,,
7,103,1,0.44,300,0.0030121305183748843,7,False,False,1.0810,1.1744,1.1538,0.7692,0.7571,0.7604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,103,1,0.44,300,0.0030121305183748843,7,True,False,4.3994,4.3994,4.3994,0.1283,0.1283,0.1283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,103,1,0.44,300,0.0030121305183748843,7,True,True,,,,,,,,,,,,
8,203,4,0.05,300,0.003634149117781824,8,False,False,0.8217,1.1406,1.1198,0.8227,0.7711,0.7732,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,203,4,0.05,300,0.003634149117781824,8,True,False,3.8031,3.8031,3.8031,0.2338,0.2338,0.2338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,203,4,0.05,300,0.003634149117781824,8,True,True,,,,,,,,,,,,
9,150,4,0.02,300,0.004384617376208487,9,False,False,0.8847,1.1741,1.1364,0.8096,0.7646,0.7690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,150,4,0.02,300,0.004384617376208487,9,True,False,3.8608,3.8608,3.8608,0.2256,0.2256,0.2256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,150,4,0.02,300,0.004384617376208487,9,True,True,,,,,,,,,,,,
10,72,3,0.23,300,0.005290060730222237,10,False,False,1.1632,1.2799,1.2413,0.7514,0.7402,0.7446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,72,3,0.23,300,0.005290060730222237,10,True,False,4.3979,4.3979,4.3979,0.1278,0.1278,0.1278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,72,3,0.23,300,0.005290060730222237,10,True,True,,,,,,,,,,,,
11,467,3,0.31,300,0.006382482239223045,11,False,False,0.7125,0.9981,0.9731,0.8387,0.7932,0.7957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,467,3,0.31,300,0.006382482239223045,11,True,False,4.0386,4.0386,4.0386,0.2091,0.2091,0.2091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,467,3,0.31,300,0.006382482239223045,11,True,True,,,,,,,,,,,,
12,377,0,0.37,300,0.007700493739376462,12,False,False,1.2400,1.3602,1.3407,0.7515,0.7365,0.7426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,377,0,0.37,300,0.007700493739376462,12,True,False,4.4120,4.4120,4.4120,0.1280,0.1280,0.1280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,377,0,0.37,300,0.007700493739376462,12,True,True,,,,,,,,,,,,
