run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,212,0.0,1,False,False,2.0716,2.2183,2.2473,0.5924,0.5796,0.5763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,776,0,0.15,212,0.0,1,True,False,4.4136,4.4136,4.4136,0.1270,0.1270,0.1270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,776,0,0.15,212,0.0,1,True,True,,,,,,,,,,,,
1,433,2,0.27,103,0.0009765625,1,False,False,1.2407,1.5530,1.5408,0.7364,0.6837,0.6831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,433,2,0.27,103,0.0009765625,1,True,False,4.1576,4.1576,4.1576,0.1566,0.1566,0.1566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,433,2,0.27,103,0.0009765625,1,True,True,,,,,,,,,,,,
2,310,5,0.5,113,0.0011782270808598852,2,False,False,2.4351,2.4750,2.4624,0.5133,0.5192,0.5177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,310,5,0.5,113,0.0011782270808598852,2,True,False,4.4648,4.4648,4.4648,0.1263,0.1263,0.1263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,310,5,0.5,113,0.0011782270808598852,2,True,True,,,,,,,,,,,,
3,300,1,0.44,99,0.001421536311369323,3,False,False,1.8372,1.9394,1.9322,0.6422,0.6256,0.6340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,300,1,0.44,99,0.001421536311369323,3,True,False,4.3885,4.3885,4.3885,0.1273,0.1273,0.1273,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,300,1,0.44,99,0.001421536311369323,3,True,True,,,,,,,,,,,,
4,1009,2,0.1,148,0.0017150900003645502,4,False,False,0.8933,1.6066,1.6019,0.8130,0.6846,0.6855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,1009,2,0.1,148,0.0017150900003645502,4,True,False,2.0599,2.0599,2.0599,0.6103,0.6103,0.6103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,1009,2,0.1,148,0.0017150900003645502,4,True,True,,,,,,,,,,,,
5,657,3,0.5,165,0.0020692638561704995,5,False,False,1.5783,1.7072,1.6827,0.6671,0.6510,0.6583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,657,3,0.5,165,0.0020692638561704995,5,True,False,4.4675,4.4675,4.4675,0.1263,0.1263,0.1263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,657,3,0.5,165,0.0020692638561704995,5,True,True,,,,,,,,,,,,
6,455,2,0.49,60,0.0024965762178914648,6,False,False,1.9855,2.0409,2.0396,0.5944,0.5916,0.5912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,455,2,0.49,60,0.0024965762178914648,6,True,False,4.4416,4.4416,4.4416,0.1264,0.1264,0.1264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,455,2,0.49,60,0.0024965762178914648,6,True,True,,,,,,,,,,,,
7,103,1,0.44,84,0.0030121305183748843,7,False,False,2.2360,2.2738,2.2923,0.5682,0.5680,0.5670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,103,1,0.44,84,0.0030121305183748843,7,True,False,4.4408,4.4408,4.4408,0.1263,0.1263,0.1263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,103,1,0.44,84,0.0030121305183748843,7,True,True,,,,,,,,,,,,
8,203,4,0.05,238,0.003634149117781824,8,False,False,1.1629,1.6846,1.6942,0.7515,0.6656,0.6654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
