	run	hidden_size	nlayers	dropout	embedding_size	alpha	max_rank	shuffle_labels	shuffle_input	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	train_norm	dev_norm	test_norm	train_rank	dev_rank	test_rank	representation	model	language	n_train	n_test	entropy	entropy_conditional	n_classes
11	3	300	1	0.44	768	0.001421536311369323	1	True	True	2.975	2.975	2.975	0.2794	0.2794	0.2794	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
12	4	1009	2	0.1	768	0.0017150900003645502	2	False	False	0.1027	0.2245	0.2333	0.9776	0.953	0.9504	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
13	4	1009	2	0.1	768	0.0017150900003645502	2	True	False	0.081	0.081	0.081	0.9949	0.9949	0.9949	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
14	4	1009	2	0.1	768	0.0017150900003645502	2	True	True	0.0724	0.0724	0.0724	0.9982	0.9982	0.9982	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
15	5	657	3	0.5	768	0.0020692638561704995	2	False	False	0.1186	0.2114	0.2144	0.9733	0.9565	0.9552	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
16	5	657	3	0.5	768	0.0020692638561704995	2	True	False	2.99	2.99	2.99	0.2684	0.2684	0.2684	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
17	5	657	3	0.5	768	0.0020692638561704995	2	True	True	3.0094	3.0094	3.0094	0.2672	0.2672	0.2672	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
18	6	455	2	0.49	768	0.0024965762178914648	2	False	False	0.1352	0.2123	0.2183	0.9697	0.9545	0.9524	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
19	6	455	2	0.49	768	0.0024965762178914648	2	True	False	2.9902	2.9902	2.9902	0.2735	0.2735	0.2735	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
20	6	455	2	0.49	768	0.0024965762178914648	2	True	True	2.9813	2.9813	2.9813	0.2717	0.2717	0.2717	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
21	7	103	1	0.44	768	0.0030121305183748843	2	False	False	0.2642	0.2976	0.3058	0.944	0.9386	0.9353	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
22	7	103	1	0.44	768	0.0030121305183748843	2	True	False	3.0991	3.0991	3.0991	0.2635	0.2635	0.2635	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
23	7	103	1	0.44	768	0.0030121305183748843	2	True	True	3.0985	3.0985	3.0985	0.2638	0.2638	0.2638	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
24	8	203	4	0.05	768	0.0036341491177818244	3	False	False	0.147	0.2518	0.2647	0.9694	0.9471	0.945	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
25	8	203	4	0.05	768	0.0036341491177818244	3	True	False	2.2436	2.2436	2.2436	0.4572	0.4572	0.4572	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
26	8	203	4	0.05	768	0.0036341491177818244	3	True	True	2.2716	2.2716	2.2716	0.453	0.453	0.453	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
27	9	150	4	0.02	768	0.004384617376208487	3	False	False	0.1451	0.2667	0.2788	0.9696	0.945	0.9416	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
28	9	150	4	0.02	768	0.004384617376208487	3	True	False	2.2752	2.2752	2.2752	0.4321	0.4321	0.4321	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
29	9	150	4	0.02	768	0.004384617376208487	3	True	True	2.2665	2.2665	2.2665	0.4383	0.4383	0.4383	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
30	10	72	3	0.23	768	0.005290060730222237	3	False	False	0.218	0.2778	0.2877	0.9541	0.9438	0.9415	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
31	10	72	3	0.23	768	0.005290060730222237	3	True	False	3.0752	3.0752	3.0752	0.2607	0.2607	0.2607	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
32	10	72	3	0.23	768	0.005290060730222237	3	True	True	3.0729	3.0729	3.0729	0.2621	0.2621	0.2621	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
33	11	467	3	0.31	768	0.006382482239223045	4	False	False	0.0758	0.2074	0.215	0.9833	0.9582	0.9562	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
34	11	467	3	0.31	768	0.006382482239223045	4	True	False	2.6535	2.6535	2.6535	0.3812	0.3812	0.3812	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
35	11	467	3	0.31	768	0.006382482239223045	4	True	True	2.661	2.661	2.661	0.3719	0.3719	0.3719	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
36	12	377	0	0.37	768	0.007700493739376463	4	False	False	0.3591	0.3742	0.3844	0.922	0.9198	0.9189	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
37	12	377	0	0.37	768	0.007700493739376463	4	True	False	3.1484	3.1484	3.1484	0.2594	0.2594	0.2594	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
38	12	377	0	0.37	768	0.007700493739376463	4	True	True	3.1497	3.1497	3.1497	0.2594	0.2594	0.2594	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
39	13	436	2	0.25	768	0.009290680585958758	4	False	False	0.0776	0.2085	0.2116	0.9839	0.9557	0.9561	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
40	13	436	2	0.25	768	0.009290680585958758	4	True	False	2.438	2.438	2.438	0.4351	0.4351	0.4351	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
41	13	436	2	0.25	768	0.009290680585958758	4	True	True	2.4604	2.4604	2.4604	0.4203	0.4203	0.4203	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
42	14	382	2	0.41	768	0.011209248221179687	4	False	False	0.1228	0.2108	0.2165	0.9726	0.956	0.9535	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
43	14	382	2	0.41	768	0.011209248221179687	4	True	False	2.9205	2.9205	2.9205	0.2845	0.2845	0.2845	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
44	14	382	2	0.41	768	0.011209248221179687	4	True	True	2.9062	2.9062	2.9062	0.2884	0.2884	0.2884	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
45	15	326	3	0.09	768	0.01352400876572098	5	False	False	0.1182	0.2338	0.2393	0.9746	0.9513	0.9488	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
46	15	326	3	0.09	768	0.01352400876572098	5	True	False	1.9069	1.9069	1.9069	0.586	0.586	0.586	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
47	15	326	3	0.09	768	0.01352400876572098	5	True	True	1.8678	1.8678	1.8678	0.5995	0.5995	0.5995	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
48	16	326	2	0.02	768	0.01631677785042834	5	False	False	0.146	0.2508	0.2578	0.9684	0.9481	0.9442	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
49	16	326	2	0.02	768	0.01631677785042834	5	True	False	0.8006	0.8006	0.8006	0.8437	0.8437	0.8437	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
50	16	326	2	0.02	768	0.01631677785042834	5	True	True	0.8439	0.8439	0.8439	0.8317	0.8317	0.8317	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
51	17	247	2	0.15	768	0.01968626640460739	5	False	False	0.0837	0.222	0.2305	0.982	0.9553	0.952	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
52	17	247	2	0.15	768	0.01968626640460739	5	True	False	2.4834	2.4834	2.4834	0.4104	0.4104	0.4104	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
53	17	247	2	0.15	768	0.01968626640460739	5	True	True	2.5131	2.5131	2.5131	0.4083	0.4083	0.4083	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
54	18	179	1	0.01	768	0.02375156961170491	6	False	False	0.0984	0.2451	0.2494	0.9804	0.9486	0.9479	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
55	18	179	1	0.01	768	0.02375156961170491	6	True	False	2.0737	2.0737	2.0737	0.5173	0.5173	0.5173	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
56	18	179	1	0.01	768	0.02375156961170491	6	True	True	2.1543	2.1543	2.1543	0.4998	0.4998	0.4998	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
57	19	137	5	0.3	768	0.028656376350145975	6	False	False	0.3831	0.4608	0.4738	0.9274	0.9202	0.9216	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
58	19	137	5	0.3	768	0.028656376350145975	6	True	False	3.0723	3.0723	3.0723	0.2615	0.2615	0.2615	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
59	19	137	5	0.3	768	0.028656376350145975	6	True	True	3.0798	3.0798	3.0798	0.2609	0.2609	0.2609	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
60	20	786	2	0.24	768	0.03457404790277603	6	False	False	0.0718	0.2083	0.2177	0.9853	0.9567	0.9541	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
61	20	786	2	0.24	768	0.03457404790277603	6	True	False	1.5908	1.5908	1.5908	0.7357	0.7357	0.7357	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
62	20	786	2	0.24	768	0.03457404790277603	6	True	True	1.7221	1.7221	1.7221	0.6861	0.6861	0.6861	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
63	21	410	1	0.49	768	0.04171374544281356	6	False	False	0.1621	0.2354	0.2389	0.968	0.9526	0.951	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
64	21	410	1	0.49	768	0.04171374544281356	6	True	False	2.9876	2.9876	2.9876	0.2751	0.2751	0.2751	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
65	21	410	1	0.49	768	0.04171374544281356	6	True	True	2.9923	2.9923	2.9923	0.276	0.276	0.276	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
66	22	388	0	0.48	768	0.0503278228734142	7	False	False	0.3965	0.4073	0.4195	0.9144	0.9134	0.9106	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
67	22	388	0	0.48	768	0.0503278228734142	7	True	False	3.1536	3.1536	3.1536	0.2594	0.2594	0.2594	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
68	22	388	0	0.48	768	0.0503278228734142	7	True	True	3.1533	3.1533	3.1533	0.2594	0.2594	0.2594	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
69	23	38	2	0.4	768	0.06072074632210035	7	False	False	0.4259	0.4308	0.4402	0.9131	0.913	0.9107	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
70	23	38	2	0.4	768	0.06072074632210035	7	True	False	3.1438	3.1438	3.1438	0.2594	0.2594	0.2594	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
71	23	38	2	0.4	768	0.06072074632210035	7	True	True	3.1461	3.1461	3.1461	0.2594	0.2594	0.2594	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
72	24	467	2	0.11	768	0.07325985555120318	7	False	False	0.0816	0.2232	0.2265	0.9826	0.9551	0.9524	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
73	24	467	2	0.11	768	0.07325985555120318	7	True	False	1.4358	1.4358	1.4358	0.7297	0.7297	0.7297	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
74	24	467	2	0.11	768	0.07325985555120318	7	True	True	1.3919	1.3919	1.3919	0.7431	0.7431	0.7431	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
75	25	176	4	0.05	768	0.08838834764831845	8	False	False	0.1213	0.2544	0.2674	0.9753	0.9504	0.9454	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
76	25	176	4	0.05	768	0.08838834764831845	8	True	False	2.4334	2.4334	2.4334	0.394	0.394	0.394	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
77	25	176	4	0.05	768	0.08838834764831845	8	True	True	2.3975	2.3975	2.3975	0.4022	0.4022	0.4022	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
78	26	57	4	0.0	768	0.10664094190766783	8	False	False	0.2235	0.3509	0.3622	0.9517	0.9298	0.9278	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
79	26	57	4	0.0	768	0.10664094190766783	8	True	False	2.7231	2.7231	2.7231	0.3215	0.3215	0.3215	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
80	26	57	4	0.0	768	0.10664094190766783	8	True	True	2.7313	2.7313	2.7313	0.3456	0.3456	0.3456	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
81	27	968	3	0.22	768	0.12866277958043645	8	False	False	0.0982	0.2149	0.2215	0.9787	0.9568	0.9538	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
82	27	968	3	0.22	768	0.12866277958043645	8	True	False	1.3066	1.3066	1.3066	0.8121	0.8121	0.8121	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
83	27	968	3	0.22	768	0.12866277958043645	8	True	True	1.0288	1.0288	1.0288	0.8775	0.8775	0.8775	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
84	28	268	4	0.37	768	0.15523222650918542	8	False	False	0.1514	0.2371	0.2442	0.967	0.9523	0.9492	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
85	28	268	4	0.37	768	0.15523222650918542	8	True	False	3.0408	3.0408	3.0408	0.2616	0.2616	0.2616	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
86	28	268	4	0.37	768	0.15523222650918542	8	True	True	3.0648	3.0648	3.0648	0.261	0.261	0.261	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
87	29	270	0	0.04	768	0.1872883846095852	9	False	False	0.2758	0.3208	0.3238	0.9404	0.9322	0.9313	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
88	29	270	0	0.04	768	0.1872883846095852	9	True	False	3.1304	3.1304	3.1304	0.2596	0.2596	0.2596	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
89	29	270	0	0.04	768	0.1872883846095852	9	True	True	3.1289	3.1289	3.1289	0.2594	0.2594	0.2594	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
90	30	596	0	0.43	768	0.22596428459777515	9	False	False	0.3776	0.3901	0.4015	0.9184	0.9165	0.9145	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
91	30	596	0	0.43	768	0.22596428459777515	9	True	False	3.1521	3.1521	3.1521	0.2594	0.2594	0.2594	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
92	30	596	0	0.43	768	0.22596428459777515	9	True	True	3.1517	3.1517	3.1517	0.2594	0.2594	0.2594	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
93	31	694	3	0.18	768	0.2726269331663144	9	False	False	0.1238	0.222	0.2295	0.9734	0.9526	0.9516	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
94	31	694	3	0.18	768	0.2726269331663144	9	True	False	1.4809	1.4809	1.4809	0.7573	0.7573	0.7573	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
95	31	694	3	0.18	768	0.2726269331663144	9	True	True	1.4729	1.4729	1.4729	0.7533	0.7533	0.7533	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
96	32	837	4	0.09	768	0.32892563008340914	10	False	False	0.1065	0.2354	0.2446	0.9778	0.9521	0.9501	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
97	32	837	4	0.09	768	0.32892563008340914	10	True	False	0.4295	0.4295	0.4295	0.9475	0.9475	0.9475	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
98	32	837	4	0.09	768	0.32892563008340914	10	True	True	0.3209	0.3209	0.3209	0.965	0.965	0.965	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
99	33	487	0	0.14	768	0.3968502629920497	10	False	False	0.2982	0.3311	0.3371	0.9354	0.9299	0.929	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
100	33	487	0	0.14	768	0.3968502629920497	10	True	False	3.1378	3.1378	3.1378	0.2595	0.2595	0.2595	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
101	33	487	0	0.14	768	0.3968502629920497	10	True	True	3.1378	3.1378	3.1378	0.2594	0.2594	0.2594	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
102	34	418	5	0.37	768	0.4788016403492869	10	False	False	0.1496	0.25	0.2623	0.9682	0.9532	0.9503	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
103	34	418	5	0.37	768	0.4788016403492869	10	True	False	2.9951	2.9951	2.9951	0.2615	0.2615	0.2615	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
104	34	418	5	0.37	768	0.4788016403492869	10	True	True	2.9827	2.9827	2.9827	0.2644	0.2644	0.2644	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
105	35	407	5	0.35000000000000003	768	0.577676348436136	10	False	False	0.1376	0.2573	0.2616	0.9703	0.9542	0.9501	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
106	35	407	5	0.35000000000000003	768	0.577676348436136	10	True	False	3.0066	3.0066	3.0066	0.2624	0.2624	0.2624	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
0	0	776	0	0.15	300	0.0	1	False	False	0.3549	0.3527	0.3655	0.9274	0.9271	0.9276	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
1	0	776	0	0.15	300	0.0	1	True	False	3.1529	3.1529	3.1529	0.2596	0.2596	0.2596	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
2	0	776	0	0.15	300	0.0	1	True	True													fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
3	1	433	2	0.27	300	0.0009765625	1	False	False	0.0984	0.1698	0.1765	0.9772	0.963	0.9619	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
4	1	433	2	0.27	300	0.0009765625	1	True	False	2.7799	2.7799	2.7799	0.3322	0.3322	0.3322	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
5	1	433	2	0.27	300	0.0009765625	1	True	True													fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
6	2	310	5	0.5	300	0.0011782270808598852	1	False	False	0.3338	0.3357	0.3378	0.95	0.9476	0.9481	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
7	2	310	5	0.5	300	0.0011782270808598852	1	True	False	3.1514	3.1514	3.1514	0.2594	0.2594	0.2594	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
8	2	310	5	0.5	300	0.0011782270808598852	1	True	True													fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
9	3	300	1	0.44	300	0.001421536311369323	1	False	False	0.177	0.2051	0.2063	0.9638	0.9578	0.9594	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
10	3	300	1	0.44	300	0.001421536311369323	1	True	False	3.0885	3.0885	3.0885	0.2631	0.2631	0.2631	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
11	3	300	1	0.44	300	0.001421536311369323	1	True	True													fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
12	4	1009	2	0.1	300	0.0017150900003645502	2	False	False	0.0909	0.1802	0.1891	0.9788	0.9611	0.9618	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
13	4	1009	2	0.1	300	0.0017150900003645502	2	True	False	2.0515	2.0515	2.0515	0.4709	0.4709	0.4709	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
14	4	1009	2	0.1	300	0.0017150900003645502	2	True	True													fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
15	5	657	3	0.5	300	0.0020692638561704995	2	False	False	0.1356	0.1715	0.1832	0.9696	0.9617	0.9605	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
16	5	657	3	0.5	300	0.0020692638561704995	2	True	False	3.0604	3.0604	3.0604	0.2634	0.2634	0.2634	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
17	5	657	3	0.5	300	0.0020692638561704995	2	True	True													fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
18	6	455	2	0.49	300	0.0024965762178914648	2	False	False	0.1533	0.1796	0.1857	0.9654	0.9589	0.9592	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
19	6	455	2	0.49	300	0.0024965762178914648	2	True	False	3.0729	3.0729	3.0729	0.2634	0.2634	0.2634	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
20	6	455	2	0.49	300	0.0024965762178914648	2	True	True													fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
21	7	103	1	0.44	300	0.0030121305183748843	2	False	False	0.2654	0.2722	0.271	0.9464	0.9437	0.9452	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish	162584	21078	3.1664352859431295	0.06261131395659834	14
