	run	hidden_size	nlayers	dropout	embedding_size	alpha	max_rank	shuffle_labels	shuffle_input	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	train_norm	dev_norm	test_norm	train_rank	dev_rank	test_rank	representation	model	language	n_train	n_test	entropy	entropy_conditional	n_classes
59	19	137	5	0.3	300	0.028656376350145975	7	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
60	20	786	2	0.24	300	0.03457404790277603	7	False	False	0.3001	0.3967	0.3813	0.9166	0.9012	0.9055	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
61	20	786	2	0.24	300	0.03457404790277603	7	True	False	3.2091	3.2091	3.2091	0.2429	0.2429	0.2429	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
62	20	786	2	0.24	300	0.03457404790277603	7	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
63	21	410	1	0.49	300	0.04171374544281356	7	False	False	0.3548	0.4225	0.4087	0.9121	0.9	0.9027	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
64	21	410	1	0.49	300	0.04171374544281356	7	True	False	3.5437	3.5437	3.5437	0.1766	0.1766	0.1766	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
65	21	410	1	0.49	300	0.04171374544281356	7	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
66	22	388	0	0.48	300	0.0503278228734142	8	False	False	0.6823	0.722	0.7105	0.8628	0.8577	0.8629	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
67	22	388	0	0.48	300	0.0503278228734142	8	True	False	3.5863	3.5863	3.5863	0.1714	0.1714	0.1714	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
68	22	388	0	0.48	300	0.0503278228734142	8	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
69	23	38	2	0.4	300	0.06072074632210035	8	False	False	0.6353	0.6702	0.6688	0.8647	0.8596	0.8602	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
70	23	38	2	0.4	300	0.06072074632210035	8	True	False	3.5882	3.5882	3.5882	0.1714	0.1714	0.1714	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
71	23	38	2	0.4	300	0.06072074632210035	8	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
72	24	467	2	0.11	300	0.07325985555120318	8	False	False	0.3115	0.4004	0.3878	0.917	0.9007	0.9033	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
73	24	467	2	0.11	300	0.07325985555120318	8	True	False	3.1683	3.1683	3.1683	0.246	0.246	0.246	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
74	24	467	2	0.11	300	0.07325985555120318	8	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
75	25	176	4	0.05	300	0.08838834764831845	9	False	False	0.3174	0.4287	0.4148	0.9179	0.8979	0.9014	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
76	25	176	4	0.05	300	0.08838834764831845	9	True	False	3.3581	3.3581	3.3581	0.2211	0.2211	0.2211	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
77	25	176	4	0.05	300	0.08838834764831845	9	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
78	26	57	4	0.0	300	0.10664094190766783	9	False	False	0.3472	0.4696	0.4504	0.9128	0.8941	0.8981	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
79	26	57	4	0.0	300	0.10664094190766783	9	True	False	3.4934	3.4934	3.4934	0.1924	0.1924	0.1924	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
80	26	57	4	0.0	300	0.10664094190766783	9	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
81	27	968	3	0.22	300	0.12866277958043645	9	False	False	0.311	0.4018	0.3874	0.9166	0.9009	0.9034	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
82	27	968	3	0.22	300	0.12866277958043645	9	True	False	3.1455	3.1455	3.1455	0.2464	0.2464	0.2464	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
83	27	968	3	0.22	300	0.12866277958043645	9	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
84	28	268	4	0.37	300	0.15523222650918542	10	False	False	0.3524	0.4323	0.4268	0.9123	0.8993	0.9036	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
85	28	268	4	0.37	300	0.15523222650918542	10	True	False	3.5511	3.5511	3.5511	0.1743	0.1743	0.1743	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
86	28	268	4	0.37	300	0.15523222650918542	10	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
87	29	270	0	0.04	300	0.1872883846095852	10	False	False	0.4708	0.5403	0.5318	0.8954	0.886	0.8886	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
88	29	270	0	0.04	300	0.1872883846095852	10	True	False	3.5791	3.5791	3.5791	0.1719	0.1719	0.1719	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
89	29	270	0	0.04	300	0.1872883846095852	10	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
90	30	596	0	0.43	300	0.22596428459777515	10	False	False	0.6525	0.6942	0.683	0.8678	0.8616	0.8675	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
91	30	596	0	0.43	300	0.22596428459777515	10	True	False	3.5857	3.5857	3.5857	0.1714	0.1714	0.1714	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
92	30	596	0	0.43	300	0.22596428459777515	10	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
93	31	694	3	0.18	300	0.2726269331663144	11	False	False	0.2939	0.4025	0.3894	0.9194	0.9009	0.9032	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
94	31	694	3	0.18	300	0.2726269331663144	11	True	False	3.1792	3.1792	3.1792	0.2446	0.2446	0.2446	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
95	31	694	3	0.18	300	0.2726269331663144	11	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
96	32	837	4	0.09	300	0.32892563008340914	11	False	False	0.304	0.4127	0.3959	0.9192	0.9008	0.9032	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
97	32	837	4	0.09	300	0.32892563008340914	11	True	False	3.0917	3.0917	3.0917	0.2477	0.2477	0.2477	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
98	32	837	4	0.09	300	0.32892563008340914	11	True	True													fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
99	33	487	0	0.14	300	0.3968502629920497	11	False	False	0.5164	0.5745	0.566	0.8898	0.8803	0.8853	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
0	0	776	0	0.15	212	0.0	1	False	False	0.3139	0.8461	0.8533	0.9194	0.8482	0.847	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
1	0	776	0	0.15	212	0.0	1	True	False	3.0682	3.0682	3.0682	0.2522	0.2522	0.2522	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
2	0	776	0	0.15	212	0.0	1	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
3	1	433	2	0.27	103	0.0009765625	1	False	False	0.3782	0.6541	0.6614	0.9074	0.8475	0.8481	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
4	1	433	2	0.27	103	0.0009765625	1	True	False	3.0715	3.0715	3.0715	0.2501	0.2501	0.2501	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
5	1	433	2	0.27	103	0.0009765625	1	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
6	2	310	5	0.5	113	0.0011782270808598852	1	False	False	0.7736	1.0096	1.0496	0.811	0.7817	0.7737	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
7	2	310	5	0.5	113	0.0011782270808598852	1	True	False	3.5143	3.5143	3.5143	0.179	0.179	0.179	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
8	2	310	5	0.5	113	0.0011782270808598852	1	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
9	3	300	1	0.44	99	0.001421536311369323	1	False	False	0.3407	0.6453	0.6592	0.9159	0.8499	0.8475	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
10	3	300	1	0.44	99	0.001421536311369323	1	True	False	3.08	3.08	3.08	0.2488	0.2488	0.2488	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
11	3	300	1	0.44	99	0.001421536311369323	1	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
12	4	1009	2	0.1	148	0.0017150900003645502	2	False	False	0.3477	0.6759	0.692	0.9114	0.8503	0.8483	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
13	4	1009	2	0.1	148	0.0017150900003645502	2	True	False	3.0642	3.0642	3.0642	0.251	0.251	0.251	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
14	4	1009	2	0.1	148	0.0017150900003645502	2	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
15	5	657	3	0.5	165	0.0020692638561704995	2	False	False	0.3674	0.6411	0.6441	0.9115	0.8476	0.847	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
16	5	657	3	0.5	165	0.0020692638561704995	2	True	False	3.3265	3.3265	3.3265	0.2237	0.2237	0.2237	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
17	5	657	3	0.5	165	0.0020692638561704995	2	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
18	6	455	2	0.49	60	0.0024965762178914648	2	False	False	0.3497	0.6547	0.6662	0.9147	0.8486	0.8471	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
19	6	455	2	0.49	60	0.0024965762178914648	2	True	False	3.134	3.134	3.134	0.2467	0.2467	0.2467	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
20	6	455	2	0.49	60	0.0024965762178914648	2	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
21	7	103	1	0.44	84	0.0030121305183748843	3	False	False	0.3347	0.6568	0.6504	0.9173	0.8507	0.8515	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
22	7	103	1	0.44	84	0.0030121305183748843	3	True	False	3.0869	3.0869	3.0869	0.2469	0.2469	0.2469	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
23	7	103	1	0.44	84	0.0030121305183748843	3	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
24	8	203	4	0.05	238	0.0036341491177818244	3	False	False	0.43	0.711	0.7071	0.8991	0.8438	0.8445	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
25	8	203	4	0.05	238	0.0036341491177818244	3	True	False	3.1087	3.1087	3.1087	0.2462	0.2462	0.2462	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
26	8	203	4	0.05	238	0.0036341491177818244	3	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
27	9	150	4	0.02	122	0.004384617376208487	3	False	False	0.4131	0.7451	0.7761	0.9028	0.8426	0.8409	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
28	9	150	4	0.02	122	0.004384617376208487	3	True	False	3.1004	3.1004	3.1004	0.2476	0.2476	0.2476	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
29	9	150	4	0.02	122	0.004384617376208487	3	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
30	10	72	3	0.23	144	0.005290060730222237	4	False	False	0.4531	0.7705	0.793	0.895	0.838	0.836	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
31	10	72	3	0.23	144	0.005290060730222237	4	True	False	3.2479	3.2479	3.2479	0.2346	0.2346	0.2346	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
32	10	72	3	0.23	144	0.005290060730222237	4	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
33	11	467	3	0.31	79	0.006382482239223045	4	False	False	0.365	0.6485	0.6607	0.9106	0.8474	0.8474	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
34	11	467	3	0.31	79	0.006382482239223045	4	True	False	3.0942	3.0942	3.0942	0.2457	0.2457	0.2457	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
35	11	467	3	0.31	79	0.006382482239223045	4	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
36	12	377	0	0.37	159	0.007700493739376463	4	False	False	0.2614	0.6485	0.656	0.9243	0.8565	0.8548	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
37	12	377	0	0.37	159	0.007700493739376463	4	True	False	3.0746	3.0746	3.0746	0.2522	0.2522	0.2522	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
38	12	377	0	0.37	159	0.007700493739376463	4	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
39	13	436	2	0.25	154	0.009290680585958758	5	False	False	0.3394	0.6577	0.6642	0.9151	0.8488	0.8515	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
40	13	436	2	0.25	154	0.009290680585958758	5	True	False	3.0733	3.0733	3.0733	0.2493	0.2493	0.2493	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
41	13	436	2	0.25	154	0.009290680585958758	5	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
42	14	382	2	0.41	148	0.011209248221179687	5	False	False	0.3352	0.648	0.6437	0.9171	0.8502	0.8507	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
43	14	382	2	0.41	148	0.011209248221179687	5	True	False	3.0906	3.0906	3.0906	0.2466	0.2466	0.2466	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
44	14	382	2	0.41	148	0.011209248221179687	5	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
45	15	326	3	0.09	115	0.01352400876572098	5	False	False	0.3689	0.6743	0.689	0.9088	0.8488	0.8458	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
46	15	326	3	0.09	115	0.01352400876572098	5	True	False	3.0727	3.0727	3.0727	0.2498	0.2498	0.2498	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
47	15	326	3	0.09	115	0.01352400876572098	5	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
48	16	326	2	0.02	124	0.01631677785042834	6	False	False	0.3489	0.7172	0.7272	0.9115	0.8482	0.8487	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
49	16	326	2	0.02	124	0.01631677785042834	6	True	False	3.0615	3.0615	3.0615	0.2518	0.2518	0.2518	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
50	16	326	2	0.02	124	0.01631677785042834	6	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
51	17	247	2	0.15	240	0.01968626640460739	6	False	False	0.3393	0.6736	0.6844	0.9135	0.8503	0.851	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
52	17	247	2	0.15	240	0.01968626640460739	6	True	False	3.0691	3.0691	3.0691	0.2503	0.2503	0.2503	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
53	17	247	2	0.15	240	0.01968626640460739	6	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
54	18	179	1	0.01	50	0.02375156961170491	6	False	False	0.4072	0.739	0.7309	0.9008	0.8407	0.844	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
55	18	179	1	0.01	50	0.02375156961170491	6	True	False	3.0697	3.0697	3.0697	0.2522	0.2522	0.2522	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
56	18	179	1	0.01	50	0.02375156961170491	6	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
57	19	137	5	0.3	235	0.028656376350145975	7	False	False	0.7365	1.0096	1.0181	0.8545	0.8059	0.7993	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
58	19	137	5	0.3	235	0.028656376350145975	7	True	False	3.5272	3.5272	3.5272	0.1721	0.1721	0.1721	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
59	19	137	5	0.3	235	0.028656376350145975	7	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
60	20	786	2	0.24	144	0.03457404790277603	7	False	False	0.3768	0.631	0.6452	0.9079	0.8519	0.8491	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
61	20	786	2	0.24	144	0.03457404790277603	7	True	False	3.0722	3.0722	3.0722	0.2495	0.2495	0.2495	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
62	20	786	2	0.24	144	0.03457404790277603	7	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
63	21	410	1	0.49	188	0.04171374544281356	7	False	False	0.3266	0.6369	0.6356	0.9185	0.8507	0.8497	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
64	21	410	1	0.49	188	0.04171374544281356	7	True	False	3.0791	3.0791	3.0791	0.248	0.248	0.248	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
65	21	410	1	0.49	188	0.04171374544281356	7	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
66	22	388	0	0.48	59	0.0503278228734142	8	False	False	0.3148	0.6673	0.6772	0.9198	0.8535	0.8498	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
67	22	388	0	0.48	59	0.0503278228734142	8	True	False	3.0827	3.0827	3.0827	0.2521	0.2521	0.2521	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
68	22	388	0	0.48	59	0.0503278228734142	8	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
69	23	38	2	0.4	176	0.06072074632210035	8	False	False	0.4618	0.7682	0.7933	0.9008	0.8406	0.8382	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
70	23	38	2	0.4	176	0.06072074632210035	8	True	False	3.2745	3.2745	3.2745	0.234	0.234	0.234	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
71	23	38	2	0.4	176	0.06072074632210035	8	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
72	24	467	2	0.11	75	0.07325985555120318	8	False	False	0.3528	0.6856	0.6757	0.9112	0.8488	0.8507	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
73	24	467	2	0.11	75	0.07325985555120318	8	True	False	3.0673	3.0673	3.0673	0.251	0.251	0.251	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
74	24	467	2	0.11	75	0.07325985555120318	8	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
75	25	176	4	0.05	210	0.08838834764831845	9	False	False	0.3905	0.7042	0.7167	0.9082	0.8464	0.8477	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
76	25	176	4	0.05	210	0.08838834764831845	9	True	False	3.1129	3.1129	3.1129	0.2453	0.2453	0.2453	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
77	25	176	4	0.05	210	0.08838834764831845	9	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
78	26	57	4	0.0	85	0.10664094190766783	9	False	False	0.5253	0.9011	0.954	0.8828	0.8276	0.8254	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
79	26	57	4	0.0	85	0.10664094190766783	9	True	False	3.5939	3.5939	3.5939	0.1714	0.1714	0.1714	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
80	26	57	4	0.0	85	0.10664094190766783	9	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
81	27	968	3	0.22	102	0.12866277958043645	9	False	False	0.3437	0.6455	0.6502	0.9139	0.8506	0.8503	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
82	27	968	3	0.22	102	0.12866277958043645	9	True	False	3.075	3.075	3.075	0.2477	0.2477	0.2477	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
83	27	968	3	0.22	102	0.12866277958043645	9	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
84	28	268	4	0.37	225	0.15523222650918542	10	False	False	0.3981	0.7101	0.7206	0.9096	0.8487	0.8501	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
85	28	268	4	0.37	225	0.15523222650918542	10	True	False	3.326	3.326	3.326	0.2191	0.2191	0.2191	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
86	28	268	4	0.37	225	0.15523222650918542	10	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
87	29	270	0	0.04	187	0.1872883846095852	10	False	False	0.3571	0.8535	0.8738	0.9111	0.8441	0.8433	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
88	29	270	0	0.04	187	0.1872883846095852	10	True	False	3.0628	3.0628	3.0628	0.2522	0.2522	0.2522	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
89	29	270	0	0.04	187	0.1872883846095852	10	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
90	30	596	0	0.43	195	0.22596428459777515	10	False	False	0.2624	0.6346	0.6502	0.9244	0.8571	0.8552	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
91	30	596	0	0.43	195	0.22596428459777515	10	True	False	3.076	3.076	3.076	0.2522	0.2522	0.2522	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
92	30	596	0	0.43	195	0.22596428459777515	10	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
93	31	694	3	0.18	230	0.2726269331663144	11	False	False	0.3637	0.6413	0.6454	0.9087	0.8503	0.8515	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
94	31	694	3	0.18	230	0.2726269331663144	11	True	False	3.0763	3.0763	3.0763	0.2471	0.2471	0.2471	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
95	31	694	3	0.18	230	0.2726269331663144	11	True	True													onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
96	32	837	4	0.09	187	0.32892563008340914	11	False	False	0.34	0.6561	0.662	0.9147	0.8523	0.8509	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
97	32	837	4	0.09	187	0.32892563008340914	11	True	False	3.0741	3.0741	3.0741	0.2484	0.2484	0.2484	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	english	203762	24958	3.6073581600204347	0.260796592910321	16
