	run	hidden_size	nlayers	dropout	embedding_size	alpha	max_rank	shuffle_labels	shuffle_input	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	train_norm	dev_norm	test_norm	train_rank	dev_rank	test_rank	representation	model	language
98	32	837	4	0.09	768	0.32892563008340914	0	True	True	0.9929	0.9927	0.9935	0.8434	0.8434	0.8434	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
99	33	487	0	0.14	768	0.3968502629920497	0	False	False	0.9035	2.2059	2.138	0.8206	0.676	0.6784	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
100	33	487	0	0.14	768	0.3968502629920497	0	True	False	2.732	2.7339	2.7357	0.4625	0.4625	0.4625	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
101	33	487	0	0.14	768	0.3968502629920497	0	True	True	3.4622	3.4625	3.4624	0.3285	0.3285	0.3285	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
102	34	418	5	0.37	768	0.4788016403492869	0	False	False	1.6357	1.8964	1.821	0.7069	0.6418	0.645	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
103	34	418	5	0.37	768	0.4788016403492869	0	True	False	2.7518	2.7531	2.7522	0.3924	0.3924	0.3924	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
104	34	418	5	0.37	768	0.4788016403492869	0	True	True	4.0415	4.0404	4.0402	0.1262	0.1262	0.1262	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
105	35	407	5	0.35000000000000003	768	0.577676348436136	0	False	False	1.6066	1.8826	1.8005	0.7166	0.6528	0.6543	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
106	35	407	5	0.35000000000000003	768	0.577676348436136	0	True	False	2.7769	2.7774	2.7771	0.3898	0.3898	0.3898	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
107	35	407	5	0.35000000000000003	768	0.577676348436136	0	True	True	4.1083	4.1072	4.1067	0.0186	0.0184	0.0185	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
108	36	657	2	0.11	768	0.6969691317244994	0	False	False	0.4605	1.072	1.031	0.9175	0.7991	0.8008	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
109	36	657	2	0.11	768	0.6969691317244994	0	True	False	0.4958	0.4945	0.4947	0.9481	0.9481	0.9481	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
0	0	776	0	0.15	300	0.0	1	False	False	2.7102	2.8561	2.7759	0.5014	0.4681	0.4724	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
1	0	776	0	0.15	300	0.0	1	True	False	3.2976	3.297	3.2985	0.3407	0.3407	0.3407	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
2	0	776	0	0.15	300	0.0	1	True	True													fast	mlp	finnish
3	1	433	2	0.27	300	0.0009765625	0	False	False	1.8512	2.2267	2.2023	0.6546	0.575	0.5773	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
4	1	433	2	0.27	300	0.0009765625	0	True	False	2.9045	2.9028	2.9017	0.3865	0.3865	0.3865	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
5	1	433	2	0.27	300	0.0009765625	0	True	True													fast	mlp	finnish
6	2	310	5	0.5	300	0.0011782270808598852	0	False	False	3.026	3.0373	2.9848	0.343	0.3338	0.3347	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
7	2	310	5	0.5	300	0.0011782270808598852	0	True	False	3.1722	3.1719	3.1706	0.3399	0.3399	0.3399	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
8	2	310	5	0.5	300	0.0011782270808598852	0	True	True													fast	mlp	finnish
9	3	300	1	0.44	300	0.001421536311369323	0	False	False	2.3848	2.483	2.4288	0.5632	0.5325	0.5371	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
10	3	300	1	0.44	300	0.001421536311369323	0	True	False	3.1735	3.174	3.1754	0.3484	0.3484	0.3484	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
11	3	300	1	0.44	300	0.001421536311369323	0	True	True													fast	mlp	finnish
12	4	1009	2	0.1	300	0.0017150900003645502	0	False	False	1.6633	2.3225	2.3191	0.6993	0.5694	0.5645	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
13	4	1009	2	0.1	300	0.0017150900003645502	0	True	False	0.7302	0.7295	0.7296	0.8712	0.8712	0.8712	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
14	4	1009	2	0.1	300	0.0017150900003645502	0	True	True													fast	mlp	finnish
15	5	657	3	0.5	300	0.0020692638561704995	0	False	False	2.2227	2.3737	2.323	0.5724	0.5417	0.5395	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
16	5	657	3	0.5	300	0.0020692638561704995	0	True	False	3.0924	3.0908	3.0925	0.3556	0.3556	0.3556	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
17	5	657	3	0.5	300	0.0020692638561704995	0	True	True													fast	mlp	finnish
18	6	455	2	0.49	300	0.0024965762178914648	0	False	False	2.1914	2.3286	2.2867	0.5816	0.5461	0.5497	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
19	6	455	2	0.49	300	0.0024965762178914648	0	True	False	3.1201	3.1212	3.1206	0.3514	0.3513	0.3513	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
20	6	455	2	0.49	300	0.0024965762178914648	0	True	True													fast	mlp	finnish
21	7	103	1	0.44	300	0.0030121305183748843	0	False	False	2.6482	2.6881	2.6316	0.5043	0.4887	0.4932	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
22	7	103	1	0.44	300	0.0030121305183748843	0	True	False	3.2283	3.2282	3.2287	0.3374	0.3374	0.3374	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
23	7	103	1	0.44	300	0.0030121305183748843	0	True	True													fast	mlp	finnish
24	8	203	4	0.05	300	0.0036341491177818244	0	False	False	2.2568	2.6024	2.5681	0.5565	0.4947	0.4941	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
25	8	203	4	0.05	300	0.0036341491177818244	0	True	False	2.6763	2.6763	2.6764	0.418	0.418	0.418	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
26	8	203	4	0.05	300	0.0036341491177818244	0	True	True													fast	mlp	finnish
27	9	150	4	0.02	300	0.004384617376208487	0	False	False	2.2732	2.6673	2.639	0.5519	0.4861	0.4817	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
28	9	150	4	0.02	300	0.004384617376208487	0	True	False	2.6969	2.6976	2.696	0.4157	0.4157	0.4157	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
29	9	150	4	0.02	300	0.004384617376208487	0	True	True													fast	mlp	finnish
30	10	72	3	0.23	300	0.005290060730222237	0	False	False	2.5936	2.6924	2.6574	0.4829	0.4618	0.4587	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
31	10	72	3	0.23	300	0.005290060730222237	0	True	False	3.1031	3.1026	3.103	0.3521	0.3521	0.3521	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
32	10	72	3	0.23	300	0.005290060730222237	0	True	True													fast	mlp	finnish
33	11	467	3	0.31	300	0.006382482239223045	0	False	False	2.0147	2.3278	2.2885	0.6164	0.553	0.5525	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
34	11	467	3	0.31	300	0.006382482239223045	0	True	False	2.9136	2.913	2.9117	0.3774	0.3774	0.3774	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
35	11	467	3	0.31	300	0.006382482239223045	0	True	True													fast	mlp	finnish
36	12	377	0	0.37	300	0.007700493739376463	0	False	False	2.9051	2.9922	2.9095	0.4613	0.4374	0.443	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
37	12	377	0	0.37	300	0.007700493739376463	0	True	False	3.3631	3.3614	3.3623	0.334	0.334	0.334	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
38	12	377	0	0.37	300	0.007700493739376463	0	True	True													fast	mlp	finnish
39	13	436	2	0.25	300	0.009290680585958758	0	False	False	1.8253	2.2257	2.197	0.6601	0.5737	0.5796	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
40	13	436	2	0.25	300	0.009290680585958758	0	True	False	2.7106	2.7099	2.7067	0.4399	0.4399	0.4399	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
41	13	436	2	0.25	300	0.009290680585958758	0	True	True													fast	mlp	finnish
42	14	382	2	0.41	300	0.011209248221179687	0	False	False	2.0955	2.2784	2.2457	0.6012	0.5576	0.5581	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
43	14	382	2	0.41	300	0.011209248221179687	0	True	False	3.0805	3.0794	3.0793	0.358	0.358	0.358	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
44	14	382	2	0.41	300	0.011209248221179687	0	True	True													fast	mlp	finnish
45	15	326	3	0.09	300	0.01352400876572098	0	False	False	2.0173	2.4329	2.409	0.6127	0.5321	0.5314	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
46	15	326	3	0.09	300	0.01352400876572098	0	True	False	2.4904	2.4906	2.4913	0.4763	0.4763	0.4763	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
47	15	326	3	0.09	300	0.01352400876572098	0	True	True													fast	mlp	finnish
48	16	326	2	0.02	300	0.01631677785042834	0	False	False	1.9738	2.4456	2.4256	0.6256	0.5357	0.5359	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
49	16	326	2	0.02	300	0.01631677785042834	0	True	False	1.4156	1.4137	1.4154	0.7452	0.7452	0.7452	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
50	16	326	2	0.02	300	0.01631677785042834	0	True	True													fast	mlp	finnish
51	17	247	2	0.15	300	0.01968626640460739	0	False	False	1.8531	2.284	2.2593	0.6534	0.567	0.5621	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
52	17	247	2	0.15	300	0.01968626640460739	0	True	False	2.7154	2.7151	2.7138	0.4372	0.4372	0.4372	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
53	17	247	2	0.15	300	0.01968626640460739	0	True	True													fast	mlp	finnish
54	18	179	1	0.01	300	0.02375156961170491	0	False	False	2.1151	2.4297	2.409	0.5975	0.5374	0.5369	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
55	18	179	1	0.01	300	0.02375156961170491	0	True	False	2.4247	2.4249	2.4233	0.5174	0.5174	0.5174	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
56	18	179	1	0.01	300	0.02375156961170491	0	True	True													fast	mlp	finnish
57	19	137	5	0.3	300	0.028656376350145975	0	False	False	3.0332	3.0591	2.9975	0.3454	0.3349	0.3375	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
58	19	137	5	0.3	300	0.028656376350145975	0	True	False	3.1264	3.1253	3.1239	0.3456	0.3456	0.3456	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
59	19	137	5	0.3	300	0.028656376350145975	0	True	True													fast	mlp	finnish
60	20	786	2	0.24	300	0.03457404790277603	0	False	False	1.8628	2.2407	2.2216	0.6505	0.5723	0.57	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
61	20	786	2	0.24	300	0.03457404790277603	0	True	False	2.0757	2.0757	2.0755	0.6155	0.6155	0.6155	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
62	20	786	2	0.24	300	0.03457404790277603	0	True	True													fast	mlp	finnish
63	21	410	1	0.49	300	0.04171374544281356	0	False	False	2.3622	2.4672	2.4128	0.5703	0.5355	0.5451	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
64	21	410	1	0.49	300	0.04171374544281356	0	True	False	3.1796	3.1811	3.1793	0.3479	0.3479	0.3479	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
65	21	410	1	0.49	300	0.04171374544281356	0	True	True													fast	mlp	finnish
66	22	388	0	0.48	300	0.0503278228734142	0	False	False	3.0265	3.0864	3.0026	0.4329	0.4144	0.417	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
67	22	388	0	0.48	300	0.0503278228734142	0	True	False	3.3972	3.3966	3.3981	0.3311	0.3311	0.3311	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
68	22	388	0	0.48	300	0.0503278228734142	0	True	True													fast	mlp	finnish
69	23	38	2	0.4	300	0.06072074632210035	0	False	False	3.0629	3.0625	3.0067	0.3441	0.3404	0.339	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
70	23	38	2	0.4	300	0.06072074632210035	0	True	False	3.21	3.2092	3.2105	0.3358	0.3358	0.3358	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
71	23	38	2	0.4	300	0.06072074632210035	0	True	True													fast	mlp	finnish
72	24	467	2	0.11	300	0.07325985555120318	0	False	False	1.9343	2.3409	2.3191	0.6369	0.5551	0.5516	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
73	24	467	2	0.11	300	0.07325985555120318	0	True	False	1.871	1.8722	1.8726	0.6586	0.6586	0.6586	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
74	24	467	2	0.11	300	0.07325985555120318	0	True	True													fast	mlp	finnish
75	25	176	4	0.05	300	0.08838834764831845	0	False	False	2.133	2.6075	2.5839	0.5836	0.5006	0.4972	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
76	25	176	4	0.05	300	0.08838834764831845	0	True	False	2.9051	2.9059	2.9082	0.3837	0.3837	0.3837	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
77	25	176	4	0.05	300	0.08838834764831845	0	True	True													fast	mlp	finnish
78	26	57	4	0.0	300	0.10664094190766783	0	False	False	2.7541	2.8828	2.8256	0.4344	0.4053	0.4132	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
79	26	57	4	0.0	300	0.10664094190766783	0	True	False	3.0606	3.0624	3.0611	0.3597	0.3597	0.3597	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
80	26	57	4	0.0	300	0.10664094190766783	0	True	True													fast	mlp	finnish
81	27	968	3	0.22	300	0.12866277958043645	0	False	False	1.7214	2.322	2.3037	0.6787	0.5647	0.5668	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
82	27	968	3	0.22	300	0.12866277958043645	0	True	False	2.1165	2.118	2.1167	0.5863	0.5863	0.5863	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
83	27	968	3	0.22	300	0.12866277958043645	0	True	True													fast	mlp	finnish
84	28	268	4	0.37	300	0.15523222650918542	0	False	False	2.5246	2.6467	2.5973	0.4987	0.47	0.4723	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
85	28	268	4	0.37	300	0.15523222650918542	0	True	False	3.0846	3.0843	3.0836	0.3564	0.3564	0.3564	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
86	28	268	4	0.37	300	0.15523222650918542	0	True	True													fast	mlp	finnish
87	29	270	0	0.04	300	0.1872883846095852	0	False	False	2.6733	2.8339	2.7553	0.5051	0.4711	0.4776	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
88	29	270	0	0.04	300	0.1872883846095852	0	True	False	3.2547	3.2541	3.254	0.3463	0.3463	0.3463	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
89	29	270	0	0.04	300	0.1872883846095852	0	True	True													fast	mlp	finnish
90	30	596	0	0.43	300	0.22596428459777515	0	False	False	2.9789	3.0485	2.9639	0.4437	0.4231	0.4276	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
91	30	596	0	0.43	300	0.22596428459777515	0	True	False	3.378	3.3814	3.381	0.3328	0.3328	0.3328	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
92	30	596	0	0.43	300	0.22596428459777515	0	True	True													fast	mlp	finnish
93	31	694	3	0.18	300	0.2726269331663144	0	False	False	1.8255	2.3599	2.3429	0.6566	0.5599	0.553	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
94	31	694	3	0.18	300	0.2726269331663144	0	True	False	2.2925	2.2923	2.2921	0.5373	0.5373	0.5373	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
95	31	694	3	0.18	300	0.2726269331663144	0	True	True													fast	mlp	finnish
96	32	837	4	0.09	300	0.32892563008340914	0	False	False	1.8095	2.5243	2.5042	0.6568	0.5305	0.5251	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
97	32	837	4	0.09	300	0.32892563008340914	0	True	False	1.6588	1.6586	1.6574	0.6704	0.6704	0.6704	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
98	32	837	4	0.09	300	0.32892563008340914	0	True	True													fast	mlp	finnish
99	33	487	0	0.14	300	0.3968502629920497	0	False	False	2.7296	2.8663	2.7847	0.4968	0.4645	0.4685	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
100	33	487	0	0.14	300	0.3968502629920497	0	True	False	3.2955	3.2948	3.2964	0.3405	0.3405	0.3405	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
101	33	487	0	0.14	300	0.3968502629920497	0	True	True													fast	mlp	finnish
102	34	418	5	0.37	300	0.4788016403492869	0	False	False	2.6063	2.7278	2.6798	0.4755	0.4502	0.4506	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
103	34	418	5	0.37	300	0.4788016403492869	0	True	False	3.0402	3.0408	3.0411	0.361	0.361	0.361	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
104	34	418	5	0.37	300	0.4788016403492869	0	True	True													fast	mlp	finnish
105	35	407	5	0.35000000000000003	300	0.577676348436136	0	False	False	2.5	2.6702	2.623	0.5052	0.4655	0.467	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
106	35	407	5	0.35000000000000003	300	0.577676348436136	0	True	False	3.0485	3.0511	3.0501	0.3604	0.3604	0.3604	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
107	35	407	5	0.35000000000000003	300	0.577676348436136	0	True	True													fast	mlp	finnish
108	36	657	2	0.11	300	0.6969691317244994	0	False	False	1.7237	2.3143	2.3128	0.6821	0.5614	0.5601	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
109	36	657	2	0.11	300	0.6969691317244994	0	True	False	1.1788	1.1762	1.1764	0.8062	0.8062	0.8062	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
110	36	657	2	0.11	300	0.6969691317244994	0	True	True													fast	mlp	finnish
111	37	442	1	0.41	300	0.8408964152537145	0	False	False	2.2507	2.3907	2.3461	0.5878	0.5466	0.5556	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
112	37	442	1	0.41	300	0.8408964152537145	0	True	False	3.1376	3.137	3.1367	0.3548	0.3548	0.3548	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
113	37	442	1	0.41	300	0.8408964152537145	0	True	True													fast	mlp	finnish
114	38	398	4	0.23	300	1.0145453349375229	0	False	False	2.1068	2.4779	2.4433	0.5923	0.5181	0.5203	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
115	38	398	4	0.23	300	1.0145453349375229	0	True	False	2.8244	2.8237	2.824	0.3909	0.3909	0.3909	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
116	38	398	4	0.23	300	1.0145453349375229	0	True	True													fast	mlp	finnish
117	39	369	4	0.29	300	1.2240535433046549	0	False	False	2.31	2.5237	2.4813	0.5458	0.5036	0.4984	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
118	39	369	4	0.29	300	1.2240535433046549	0	True	False	2.9327	2.9355	2.9324	0.3738	0.3738	0.3738	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
119	39	369	4	0.29	300	1.2240535433046549	0	True	True													fast	mlp	finnish
120	40	75	4	0.33	300	1.4768261459394991	0	False	False	3.0253	3.043	2.9843	0.3453	0.3393	0.3376	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
121	40	75	4	0.33	300	1.4768261459394991	0	True	False	3.1702	3.1683	3.1707	0.3425	0.3425	0.3425	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
122	40	75	4	0.33	300	1.4768261459394991	0	True	True													fast	mlp	finnish
123	41	179	0	0.02	300	1.7817974362806772	0	False	False	2.6474	2.8216	2.7438	0.5101	0.4741	0.4808	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
124	41	179	0	0.02	300	1.7817974362806772	0	True	False	3.2553	3.2565	3.2556	0.3462	0.3462	0.3462	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
125	41	179	0	0.02	300	1.7817974362806772	0	True	True													fast	mlp	finnish
126	42	442	4	0.19	300	2.1497466798413916	0	False	False	1.9246	2.4441	2.4324	0.6316	0.5341	0.5283	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
127	42	442	4	0.19	300	2.1497466798413916	0	True	False	2.7463	2.7448	2.7446	0.406	0.406	0.406	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
128	42	442	4	0.19	300	2.1497466798413916	0	True	True													fast	mlp	finnish
129	43	111	1	0.22	300	2.5936791093020197	0	False	False	2.2659	2.4028	2.3713	0.5777	0.5447	0.5459	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
130	43	111	1	0.22	300	2.5936791093020197	0	True	False	3.1054	3.1075	3.1086	0.3598	0.3598	0.3598	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
131	43	111	1	0.22	300	2.5936791093020197	0	True	True													fast	mlp	finnish
132	44	242	1	0.45	300	3.1292855968155457	0	False	False	2.4656	2.5409	2.4877	0.5435	0.5165	0.5247	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
133	44	242	1	0.45	300	3.1292855968155457	0	True	False	3.2023	3.1999	3.2011	0.3423	0.3423	0.3423	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
134	44	242	1	0.45	300	3.1292855968155457	0	True	True													fast	mlp	finnish
135	45	107	3	0.21	300	3.775497250726772	0	False	False	2.3987	2.5663	2.5266	0.5329	0.495	0.4918	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
136	45	107	3	0.21	300	3.775497250726772	0	True	False	3.0713	3.0702	3.0702	0.3574	0.3574	0.3574	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
137	45	107	3	0.21	300	3.775497250726772	0	True	True													fast	mlp	finnish
138	46	150	2	0.2	300	4.555154539026766	0	False	False	2.1432	2.3786	2.328	0.5919	0.5395	0.5499	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
139	46	150	2	0.2	300	4.555154539026766	0	True	False	3.0215	3.0213	3.0226	0.3661	0.3661	0.3661	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
140	46	150	2	0.2	300	4.555154539026766	0	True	True													fast	mlp	finnish
141	47	38	1	0.2	300	5.495814589832351	0	False	False	2.5482	2.6105	2.5618	0.5146	0.4957	0.4985	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
142	47	38	1	0.2	300	5.495814589832351	0	True	False	3.184	3.1825	3.1826	0.3434	0.3434	0.3434	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
143	47	38	1	0.2	300	5.495814589832351	0	True	True													fast	mlp	finnish
144	48	248	1	0.49	300	6.6307252030723465	0	False	False	2.5017	2.5696	2.5156	0.5399	0.5157	0.524	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
145	48	248	1	0.49	300	6.6307252030723465	0	True	False	3.2187	3.2218	3.2201	0.3402	0.3402	0.3402	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
146	48	248	1	0.49	300	6.6307252030723465	0	True	True													fast	mlp	finnish
147	49	670	0	0.45	300	8.0	0	False	False	2.9933	3.059	2.975	0.4404	0.4195	0.4239	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
148	49	670	0	0.45	300	8.0	0	True	False	3.3851	3.3884	3.388	0.3316	0.3316	0.3316	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	finnish
149	49	670	0	0.45	300	8.0	0	True	True													fast	mlp	finnish
0	0	776	0	0.15	212	0.0	1	False	False	2.6259	3.8556	3.8149	0.5162	0.2935	0.2838	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
1	0	776	0	0.15	212	0.0	1	True	False	0.4516	0.4528	0.4527	0.8994	0.8994	0.8994	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
2	0	776	0	0.15	212	0.0	1	True	True													onehot	mlp	finnish
3	1	433	2	0.27	103	0.0009765625	0	False	False	2.4398	3.1078	3.0767	0.5344	0.3691	0.3674	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
4	1	433	2	0.27	103	0.0009765625	0	True	False	1.4071	1.4057	1.4046	0.7405	0.7405	0.7405	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
5	1	433	2	0.27	103	0.0009765625	0	True	True													onehot	mlp	finnish
6	2	310	5	0.5	113	0.0011782270808598852	0	False	False	2.8664	3.321	3.2646	0.403	0.319	0.3111	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
7	2	310	5	0.5	113	0.0011782270808598852	0	True	False	2.9769	2.9746	2.9744	0.3659	0.3659	0.3659	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
8	2	310	5	0.5	113	0.0011782270808598852	0	True	True													onehot	mlp	finnish
9	3	300	1	0.44	99	0.001421536311369323	0	False	False	2.6804	3.1606	3.107	0.4827	0.3542	0.3467	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
10	3	300	1	0.44	99	0.001421536311369323	0	True	False	2.8939	2.894	2.8952	0.4033	0.4033	0.4033	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
11	3	300	1	0.44	99	0.001421536311369323	0	True	True													onehot	mlp	finnish
12	4	1009	2	0.1	148	0.0017150900003645502	0	False	False	2.3208	3.1871	3.1376	0.5802	0.3466	0.3505	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
13	4	1009	2	0.1	148	0.0017150900003645502	0	True	False	0.6213	0.6212	0.622	0.8799	0.8799	0.8799	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
14	4	1009	2	0.1	148	0.0017150900003645502	0	True	True													onehot	mlp	finnish
15	5	657	3	0.5	165	0.0020692638561704995	0	False	False	2.7881	3.1913	3.1477	0.4524	0.3412	0.3376	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
16	5	657	3	0.5	165	0.0020692638561704995	0	True	False	2.962	2.9634	2.9641	0.3803	0.3803	0.3803	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	finnish
17	5	657	3	0.5	165	0.0020692638561704995	0	True	True													onehot	mlp	finnish
