run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.3509,0.4262,0.4405,0.9196,0.9041,0.9030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,776,0,0.15,768,0.0,1,True,False,3.0560,3.0560,3.0560,0.2458,0.2458,0.2458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,776,0,0.15,768,0.0,1,True,True,3.0582,3.0582,3.0582,0.2470,0.2470,0.2470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,433,2,0.27,768,0.0009765625,1,False,False,0.0877,0.3014,0.3246,0.9835,0.9335,0.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,433,2,0.27,768,0.0009765625,1,True,False,1.7007,1.7007,1.7007,0.6972,0.6972,0.6972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,433,2,0.27,768,0.0009765625,1,True,True,1.6650,1.6650,1.6650,0.7114,0.7114,0.7114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,0.4114,0.5204,0.5627,0.9200,0.9002,0.8960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,310,5,0.5,768,0.0011782270808598852,1,True,False,3.0146,3.0146,3.0146,0.2444,0.2444,0.2444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,310,5,0.5,768,0.0011782270808598852,1,True,True,3.0033,3.0033,3.0033,0.2453,0.2453,0.2453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,0.1372,0.2996,0.3270,0.9745,0.9323,0.9276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,300,1,0.44,768,0.001421536311369323,1,True,False,2.7342,2.7342,2.7342,0.3344,0.3344,0.3344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,300,1,0.44,768,0.001421536311369323,1,True,True,2.7067,2.7067,2.7067,0.3454,0.3454,0.3454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,0.1256,0.3198,0.3497,0.9735,0.9284,0.9245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,1009,2,0.1,768,0.0017150900003645502,2,True,False,0.0049,0.0049,0.0049,0.9987,0.9987,0.9987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,1009,2,0.1,768,0.0017150900003645502,2,True,True,0.0014,0.0014,0.0014,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,0.1075,0.2877,0.3069,0.9775,0.9360,0.9345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,657,3,0.5,768,0.0020692638561704995,2,True,False,2.5886,2.5886,2.5886,0.4404,0.4404,0.4404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,657,3,0.5,768,0.0020692638561704995,2,True,True,2.6080,2.6080,2.6080,0.4356,0.4356,0.4356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,0.1111,0.2833,0.3043,0.9771,0.9354,0.9323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,455,2,0.49,768,0.0024965762178914648,2,True,False,2.6568,2.6568,2.6568,0.3550,0.3550,0.3550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,455,2,0.49,768,0.0024965762178914648,2,True,True,2.6474,2.6474,2.6474,0.3621,0.3621,0.3621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,0.2860,0.3730,0.3906,0.9357,0.9149,0.9114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,103,1,0.44,768,0.0030121305183748843,3,True,False,2.9610,2.9610,2.9610,0.2705,0.2705,0.2705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,103,1,0.44,768,0.0030121305183748843,3,True,True,2.9623,2.9623,2.9623,0.2700,0.2700,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,0.1803,0.3684,0.3853,0.9610,0.9216,0.9199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,203,4,0.05,768,0.003634149117781824,3,True,False,1.3296,1.3296,1.3296,0.7223,0.7223,0.7223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,203,4,0.05,768,0.003634149117781824,3,True,True,1.1582,1.1582,1.1582,0.7712,0.7712,0.7712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,0.1974,0.3895,0.4152,0.9578,0.9189,0.9134,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,150,4,0.02,768,0.004384617376208487,3,True,False,1.3011,1.3011,1.3011,0.7241,0.7241,0.7241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,150,4,0.02,768,0.004384617376208487,3,True,True,1.4402,1.4402,1.4402,0.6783,0.6783,0.6783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,0.2457,0.3811,0.4075,0.9484,0.9184,0.9151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,72,3,0.23,768,0.005290060730222237,4,True,False,2.9179,2.9179,2.9179,0.2499,0.2499,0.2499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,72,3,0.23,768,0.005290060730222237,4,True,True,2.9052,2.9052,2.9052,0.2546,0.2546,0.2546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,467,3,0.31,768,0.006382482239223045,4,False,False,0.0811,0.2971,0.3285,0.9837,0.9358,0.9309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,467,3,0.31,768,0.006382482239223045,4,True,False,2.0113,2.0113,2.0113,0.6238,0.6238,0.6238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,467,3,0.31,768,0.006382482239223045,4,True,True,1.9099,1.9099,1.9099,0.6543,0.6543,0.6543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,377,0,0.37,768,0.007700493739376462,4,False,False,0.4196,0.4689,0.4789,0.9052,0.8950,0.8935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,377,0,0.37,768,0.007700493739376462,4,True,False,3.0780,3.0780,3.0780,0.2426,0.2426,0.2426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
